filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
m25_4582.obj,normalized_data/Insect/m25_4582.obj,Insect,0.408,0.008,0.419,960.323,1.201,0.03,4.559,0.14,0.2045,0.1805,0.135,0.1015,0.09,0.066,0.048,0.024,0.0105,0.1065,0.283,0.196,0.1425,0.1325,0.0665,0.0595,0.0135,0.0,0.0,0.094,0.209,0.242,0.1995,0.1385,0.078,0.029,0.007,0.003,0.0,0.0405,0.204,0.296,0.223,0.1295,0.069,0.027,0.009,0.002,0.0,0.104,0.332,0.33,0.1695,0.0465,0.015,0.003,0.0,0.0,0.0
D00291_5114.obj,normalized_data/Insect/D00291_5114.obj,Insect,0.565,-0.01,0.099,1640.464,1.0,-0.27,31.549,0.246,0.2055,0.125,0.0865,0.0775,0.063,0.061,0.0565,0.06,0.019,0.1165,0.389,0.2645,0.153,0.065,0.012,0.0,0.0,0.0,0.0,0.1925,0.354,0.2205,0.137,0.0765,0.017,0.0025,0.0,0.0,0.0,0.127,0.451,0.3315,0.0735,0.017,0.0,0.0,0.0,0.0,0.0,0.294,0.626,0.077,0.003,0.0,0.0,0.0,0.0,0.0,0.0
m1_5332.obj,normalized_data/Insect/m1_5332.obj,Insect,0.578,-0.015,0.153,839.601,1.027,-0.191,15.31,0.195,0.2155,0.141,0.1,0.085,0.08,0.068,0.054,0.0415,0.02,0.0895,0.2605,0.2815,0.2855,0.0685,0.0105,0.004,0.0,0.0,0.0,0.1265,0.325,0.246,0.163,0.0975,0.0365,0.0055,0.0,0.0,0.0,0.069,0.349,0.386,0.171,0.022,0.003,0.0,0.0,0.0,0.0,0.1965,0.5435,0.2365,0.0235,0.0,0.0,0.0,0.0,0.0,0.0
m2_6708.obj,normalized_data/Insect/m2_6708.obj,Insect,0.703,0.011,0.286,3063.212,1.164,0.075,9.075,0.1985,0.2055,0.143,0.1135,0.093,0.073,0.0635,0.057,0.0435,0.0095,0.124,0.2155,0.222,0.2935,0.077,0.0525,0.0155,0.0,0.0,0.0,0.101,0.231,0.289,0.188,0.1235,0.055,0.0105,0.002,0.0,0.0,0.067,0.291,0.3265,0.2,0.0825,0.0305,0.0025,0.0,0.0,0.0,0.1685,0.4505,0.2735,0.0925,0.014,0.001,0.0,0.0,0.0,0.0
D00895_4516.obj,normalized_data/Insect/D00895_4516.obj,Insect,0.436,0.028,0.345,106.235,1.064,0.276,3.309,0.152,0.2155,0.164,0.1355,0.11,0.0835,0.05,0.044,0.0325,0.013,0.0815,0.3865,0.305,0.135,0.062,0.03,0.0,0.0,0.0,0.0,0.15,0.3345,0.261,0.166,0.071,0.0145,0.003,0.0,0.0,0.0,0.1115,0.3285,0.3035,0.167,0.069,0.0165,0.004,0.0,0.0,0.0,0.2315,0.46,0.2285,0.066,0.0135,0.0005,0.0,0.0,0.0,0.0
D00315_7024.obj,normalized_data/Insect/D00315_7024.obj,Insect,0.867,-0.03,0.189,734.989,1.001,-0.38,14.128,0.191,0.212,0.135,0.103,0.093,0.088,0.0745,0.061,0.0315,0.011,0.07,0.278,0.241,0.246,0.1545,0.0105,0.0,0.0,0.0,0.0,0.1035,0.314,0.253,0.165,0.1005,0.0505,0.0135,0.0,0.0,0.0,0.0525,0.304,0.4135,0.1865,0.042,0.0015,0.0,0.0,0.0,0.0,0.1475,0.5215,0.2995,0.0315,0.0,0.0,0.0,0.0,0.0,0.0
D00788_6175.obj,normalized_data/Insect/D00788_6175.obj,Insect,0.646,-0.005,0.366,10180.456,1.104,-0.027,3.502,0.162,0.1985,0.1755,0.117,0.105,0.076,0.0695,0.0465,0.04,0.01,0.082,0.283,0.339,0.1645,0.1025,0.021,0.008,0.0,0.0,0.0,0.149,0.2995,0.251,0.1915,0.0805,0.0225,0.0055,0.0005,0.0,0.0,0.1165,0.357,0.2715,0.1855,0.0535,0.0155,0.0005,0.0,0.0,0.0,0.2455,0.451,0.2075,0.0785,0.0175,0.0,0.0,0.0,0.0,0.0
m6_9184.obj,normalized_data/Insect/m6_9184.obj,Insect,2.005,0.045,0.442,4024.154,1.278,0.14,3.787,0.1405,0.2145,0.1995,0.1285,0.1085,0.0875,0.0525,0.0405,0.019,0.009,0.0365,0.119,0.22,0.246,0.215,0.1415,0.022,0.0,0.0,0.0,0.0755,0.207,0.22,0.2215,0.136,0.09,0.0425,0.007,0.0005,0.0,0.0375,0.166,0.278,0.2595,0.163,0.0705,0.0225,0.003,0.0,0.0,0.0765,0.324,0.326,0.207,0.0545,0.0105,0.0015,0.0,0.0,0.0
m10_7852.obj,normalized_data/Insect/m10_7852.obj,Insect,1.106,0.0,0.172,10745584.076,1.166,0.005,54.251,0.215,0.189,0.151,0.104,0.084,0.076,0.051,0.052,0.0525,0.0255,0.038,0.2115,0.215,0.238,0.1915,0.0745,0.0315,0.0,0.0,0.0,0.0885,0.1835,0.227,0.1945,0.159,0.0965,0.044,0.007,0.0,0.0,0.064,0.213,0.2805,0.2085,0.13,0.0695,0.026,0.0075,0.001,0.0,0.234,0.4235,0.276,0.063,0.0035,0.0,0.0,0.0,0.0,0.0
m4_6345.obj,normalized_data/Insect/m4_6345.obj,Insect,0.457,-0.003,0.176,9078.114,1.065,-0.04,17.183,0.1985,0.2015,0.1425,0.118,0.079,0.072,0.068,0.054,0.0485,0.018,0.132,0.227,0.3335,0.166,0.063,0.0425,0.036,0.0,0.0,0.0,0.125,0.287,0.2675,0.165,0.1055,0.0305,0.019,0.0005,0.0,0.0,0.079,0.315,0.338,0.1915,0.058,0.0165,0.002,0.0,0.0,0.0,0.219,0.5125,0.224,0.0405,0.004,0.0,0.0,0.0,0.0,0.0
D01013_10664.obj,normalized_data/Bookset/D01013_10664.obj,Bookset,18.638,-0.092,0.355,768668.578,1.277,-0.303,2.046,0.095,0.189,0.21,0.1915,0.127,0.0985,0.044,0.028,0.013,0.004,0.0035,0.043,0.1535,0.3715,0.3025,0.1025,0.0235,0.0,0.0,0.0,0.029,0.1125,0.187,0.248,0.239,0.1275,0.0435,0.013,0.0005,0.0,0.008,0.0695,0.1655,0.2525,0.261,0.174,0.059,0.01,0.0005,0.0,0.0335,0.159,0.26,0.281,0.192,0.0615,0.0125,0.0005,0.0,0.0
D01038_8010.obj,normalized_data/Bookset/D01038_8010.obj,Bookset,2.602,-0.046,0.087,8222.376,1.08,-0.628,11.462,0.1495,0.208,0.1765,0.12,0.113,0.0755,0.0765,0.0475,0.026,0.0075,0.0075,0.246,0.345,0.234,0.141,0.0255,0.001,0.0,0.0,0.0,0.0945,0.211,0.319,0.198,0.1105,0.054,0.011,0.002,0.0,0.0,0.0325,0.1975,0.337,0.2845,0.1315,0.0165,0.0005,0.0,0.0,0.0,0.107,0.354,0.4055,0.1285,0.005,0.0,0.0,0.0,0.0,0.0
D01096_8958.obj,normalized_data/Bookset/D01096_8958.obj,Bookset,14.721,0.088,0.312,414900.354,1.267,0.294,2.24,0.0945,0.176,0.2355,0.188,0.111,0.083,0.061,0.033,0.0115,0.0065,0.0055,0.039,0.1655,0.361,0.251,0.171,0.007,0.0,0.0,0.0,0.0245,0.118,0.1685,0.2605,0.232,0.1255,0.056,0.0145,0.0005,0.0,0.0055,0.068,0.169,0.2455,0.2405,0.1865,0.081,0.004,0.0,0.0,0.0345,0.1405,0.269,0.276,0.1975,0.0675,0.015,0.0,0.0,0.0
D01190_9923.obj,normalized_data/Bookset/D01190_9923.obj,Bookset,5.156,-0.051,0.08,52951.541,1.064,-0.699,10.534,0.1335,0.213,0.182,0.1385,0.114,0.082,0.068,0.0385,0.021,0.0095,0.01,0.229,0.406,0.2325,0.102,0.0205,0.0,0.0,0.0,0.0,0.089,0.2415,0.2995,0.2005,0.117,0.0425,0.0095,0.0005,0.0,0.0,0.0395,0.218,0.3645,0.274,0.096,0.008,0.0,0.0,0.0,0.0,0.1,0.3945,0.388,0.1175,0.0,0.0,0.0,0.0,0.0,0.0
D01135_8312.obj,normalized_data/Bookset/D01135_8312.obj,Bookset,9.315,-0.01,0.136,8241199.266,1.113,-0.075,6.9,0.11,0.2135,0.1775,0.1515,0.128,0.0985,0.0625,0.0325,0.0205,0.0055,0.005,0.12,0.28,0.2365,0.265,0.0935,0.0,0.0,0.0,0.0,0.048,0.151,0.2485,0.242,0.171,0.093,0.0435,0.003,0.0,0.0,0.0225,0.1145,0.2385,0.299,0.2125,0.0955,0.0165,0.001,0.0,0.0,0.088,0.2405,0.34,0.2465,0.079,0.006,0.0,0.0,0.0,0.0
D01042_11439.obj,normalized_data/Bookset/D01042_11439.obj,Bookset,9.78,0.401,0.638,5811.196,1.448,0.759,1.968,0.089,0.1785,0.228,0.1835,0.134,0.0925,0.0505,0.028,0.012,0.004,0.001,0.0225,0.075,0.183,0.3725,0.2465,0.0725,0.027,0.0,0.0,0.025,0.072,0.1145,0.181,0.2235,0.179,0.1215,0.0675,0.0155,0.0005,0.008,0.0395,0.0915,0.1815,0.221,0.1965,0.1565,0.078,0.0255,0.002,0.0185,0.107,0.177,0.2335,0.2365,0.144,0.063,0.0185,0.002,0.0
D01183_10960.obj,normalized_data/Bookset/D01183_10960.obj,Bookset,7.5,0.025,0.556,695090.716,1.45,0.05,2.552,0.093,0.1875,0.206,0.1795,0.147,0.0935,0.0575,0.02,0.0095,0.0065,0.001,0.024,0.054,0.165,0.313,0.3185,0.113,0.0115,0.0,0.0,0.021,0.067,0.124,0.1725,0.199,0.1515,0.1735,0.0735,0.016,0.002,0.0075,0.0345,0.09,0.1555,0.2015,0.206,0.185,0.0895,0.026,0.0045,0.0175,0.0715,0.165,0.2295,0.2475,0.1645,0.0795,0.023,0.002,0.0
D01065_11529.obj,normalized_data/Bookset/D01065_11529.obj,Bookset,17.51,0.156,0.296,219634.472,1.224,0.612,2.282,0.094,0.195,0.2075,0.187,0.1275,0.086,0.0585,0.0245,0.017,0.003,0.0055,0.043,0.249,0.3615,0.2555,0.065,0.0205,0.0,0.0,0.0,0.037,0.1255,0.2115,0.28,0.21,0.0935,0.033,0.009,0.0005,0.0,0.0095,0.075,0.191,0.2715,0.248,0.1665,0.0335,0.005,0.0,0.0,0.039,0.1795,0.2975,0.2795,0.1565,0.043,0.005,0.0,0.0,0.0
D01182_11249.obj,normalized_data/Bookset/D01182_11249.obj,Bookset,10.234,-0.415,0.718,6211.698,1.493,-0.786,3.385,0.08,0.191,0.215,0.1725,0.134,0.0905,0.0625,0.037,0.0135,0.004,0.0045,0.0335,0.074,0.195,0.276,0.2715,0.129,0.0165,0.0,0.0,0.023,0.0795,0.136,0.18,0.2015,0.1635,0.1245,0.073,0.0175,0.0015,0.004502251125562781,0.03651825912956478,0.11005502751375688,0.176088044022011,0.22911455727863933,0.21310655327663833,0.14007003501750875,0.06303151575787894,0.022511255627813906,0.0050025012506253125,0.0185,0.093,0.194,0.2515,0.2275,0.1515,0.05,0.013,0.001,0.0
m1079_7865.obj,normalized_data/Tree/m1079_7865.obj,Tree,1.216,0.028,0.073,2330.477,1.001,1.163,14.154,0.227,0.211,0.124,0.092,0.0755,0.069,0.0615,0.0655,0.055,0.0195,0.186,0.4,0.2985,0.077,0.0345,0.004,0.0,0.0,0.0,0.0,0.229,0.399,0.2225,0.105,0.0365,0.007,0.001,0.0,0.0,0.0,0.15,0.569,0.2655,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.3725,0.5805,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00223_7417.obj,normalized_data/Tree/D00223_7417.obj,Tree,3.747,0.005,0.699,2214564.67,1.169,0.012,3.418,0.1045,0.176,0.207,0.1705,0.1275,0.0965,0.061,0.0375,0.0175,0.002,0.024,0.069,0.2185,0.4395,0.1985,0.0505,0.0,0.0,0.0,0.0,0.0415,0.127,0.2345,0.275,0.206,0.093,0.022,0.001,0.0,0.0,0.0155,0.102,0.212,0.3025,0.222,0.1115,0.032,0.0025,0.0,0.0,0.032,0.2105,0.34,0.2765,0.1205,0.019,0.0015,0.0,0.0,0.0
m1069_7150.obj,normalized_data/Tree/m1069_7150.obj,Tree,0.326,-0.005,0.544,1668.879,1.029,-0.016,4.84,0.1155,0.1875,0.206,0.162,0.1195,0.0855,0.062,0.038,0.0185,0.0055,0.0,0.0725,0.238,0.365,0.3155,0.0075,0.0015,0.0,0.0,0.0,0.053,0.157,0.2345,0.2365,0.1895,0.1115,0.0175,0.0005,0.0,0.0,0.024,0.1095,0.2345,0.2815,0.2155,0.101,0.0295,0.0045,0.0,0.0,0.0535,0.2425,0.3515,0.247,0.0925,0.0115,0.001,0.0005,0.0,0.0
D00777_7372.obj,normalized_data/Tree/D00777_7372.obj,Tree,0.57,0.001,0.288,243026.934,1.001,0.005,1.98,0.084,0.1945,0.2305,0.193,0.127,0.0795,0.0495,0.0225,0.0165,0.003,0.0245,0.185,0.4965,0.2475,0.034,0.0125,0.0,0.0,0.0,0.0,0.0595,0.2485,0.3495,0.2495,0.0775,0.015,0.0005,0.0,0.0,0.0,0.023,0.1875,0.3725,0.2935,0.1085,0.0145,0.0005,0.0,0.0,0.0,0.079,0.341,0.372,0.188,0.02,0.0,0.0,0.0,0.0,0.0
D00393_7118.obj,normalized_data/Tree/D00393_7118.obj,Tree,0.891,-0.001,0.601,733122.957,1.022,-0.003,3.845,0.093,0.1865,0.2025,0.16,0.1335,0.1025,0.0775,0.027,0.0115,0.006,0.0025,0.0655,0.247,0.406,0.264,0.015,0.0,0.0,0.0,0.0,0.048,0.161,0.2165,0.271,0.213,0.0805,0.01,0.0,0.0,0.0,0.015,0.1195,0.218,0.278,0.233,0.115,0.02,0.0015,0.0,0.0,0.043,0.229,0.3455,0.2655,0.102,0.014,0.001,0.0,0.0,0.0
D00367_8881.obj,normalized_data/Tree/D00367_8881.obj,Tree,0.381,0.001,0.469,78136.074,1.053,0.004,1.247,0.1035,0.1985,0.207,0.1645,0.1355,0.0775,0.0515,0.033,0.023,0.006,0.052,0.2265,0.4055,0.2695,0.0335,0.007,0.006,0.0,0.0,0.0,0.08,0.3165,0.3425,0.1885,0.0455,0.0185,0.008,0.0005,0.0,0.0,0.0605,0.268,0.389,0.2105,0.0545,0.0155,0.0015,0.0005,0.0,0.0,0.1295,0.4115,0.331,0.112,0.0145,0.0015,0.0,0.0,0.0,0.0
m1093_5649.obj,normalized_data/Tree/m1093_5649.obj,Tree,0.699,0.002,0.627,58056.223,1.103,0.013,1.618,0.1965,0.174,0.15,0.1375,0.117,0.078,0.049,0.039,0.0375,0.0215,0.123,0.2855,0.2065,0.2375,0.0975,0.0145,0.012,0.0105,0.013,0.0,0.15,0.224,0.2695,0.2005,0.081,0.0425,0.0285,0.004,0.0,0.0,0.127,0.316,0.2495,0.1485,0.0985,0.043,0.014,0.0025,0.001,0.0,0.306,0.3875,0.1685,0.084,0.0395,0.011,0.003,0.0005,0.0,0.0
m1065_5686.obj,normalized_data/Tree/m1065_5686.obj,Tree,0.155,0.002,0.198,1052.661,1.0,0.026,3.944,0.1385,0.1805,0.186,0.1655,0.1085,0.0845,0.0535,0.0455,0.0245,0.013,0.1005,0.3385,0.505,0.035,0.0085,0.007,0.0055,0.0,0.0,0.0,0.171,0.359,0.345,0.0955,0.015,0.0105,0.004,0.0,0.0,0.0,0.1405,0.3785,0.32,0.1385,0.0195,0.0025,0.0005,0.0,0.0,0.0,0.263,0.4865,0.2135,0.0345,0.0025,0.0,0.0,0.0,0.0,0.0
m1090_5482.obj,normalized_data/Tree/m1090_5482.obj,Tree,0.622,-0.001,0.302,183074.513,1.154,-0.011,3.562,0.1615,0.203,0.16,0.1295,0.0975,0.0915,0.0545,0.0465,0.041,0.015,0.163,0.385,0.27,0.1225,0.0245,0.011,0.01,0.0115,0.0025,0.0,0.1945,0.3515,0.259,0.109,0.046,0.024,0.014,0.002,0.0,0.0,0.1715,0.357,0.2755,0.13,0.0455,0.0175,0.003,0.0,0.0,0.0,0.352,0.416,0.161,0.0635,0.007,0.0005,0.0,0.0,0.0,0.0
m1078_4934.obj,normalized_data/Tree/m1078_4934.obj,Tree,0.479,-0.005,0.092,4103.426,1.007,-0.127,41.143,0.293,0.16,0.099,0.0845,0.069,0.069,0.0535,0.0645,0.0685,0.039,0.1695,0.2715,0.237,0.186,0.1015,0.0345,0.0,0.0,0.0,0.0,0.1675,0.286,0.2525,0.137,0.101,0.0445,0.0115,0.0,0.0,0.0,0.1485,0.467,0.264,0.098,0.0215,0.001,0.0,0.0,0.0,0.0,0.368,0.5295,0.098,0.0045,0.0,0.0,0.0,0.0,0.0,0.0
D00479_8391.obj,normalized_data/Tree/D00479_8391.obj,Tree,1.459,0.001,0.713,10452516.466,1.092,0.001,1.781,0.0895,0.1935,0.217,0.189,0.1215,0.092,0.0485,0.0295,0.013,0.0065,0.0065,0.088,0.29,0.4085,0.1645,0.039,0.0035,0.0,0.0,0.0,0.0325,0.139,0.253,0.277,0.193,0.0885,0.016,0.001,0.0,0.0,0.013,0.0945,0.2275,0.3035,0.2235,0.107,0.0295,0.0015,0.0,0.0,0.0375,0.2065,0.331,0.2545,0.1395,0.0285,0.002,0.0005,0.0,0.0
D00439_10725.obj,normalized_data/Tree/D00439_10725.obj,Tree,1.564,0.102,0.687,364.637,1.144,0.331,4.184,0.125,0.1915,0.1835,0.1445,0.13,0.0895,0.0575,0.0475,0.0225,0.0085,0.0155,0.101,0.298,0.3355,0.2035,0.044,0.002,0.0005,0.0,0.0,0.0525,0.2095,0.217,0.22,0.197,0.09,0.014,0.0,0.0,0.0,0.0195,0.147,0.289,0.282,0.1775,0.0655,0.0155,0.004,0.0,0.0,0.0615,0.288,0.3605,0.2165,0.059,0.012,0.002,0.0005,0.0,0.0
m1077_7950.obj,normalized_data/Tree/m1077_7950.obj,Tree,1.32,-0.015,0.459,10188.62,1.024,-0.073,2.471,0.0925,0.182,0.2085,0.183,0.1295,0.08,0.061,0.032,0.024,0.0075,0.0515,0.1345,0.3425,0.324,0.13,0.0175,0.0,0.0,0.0,0.0,0.0505,0.2015,0.2955,0.253,0.163,0.0295,0.007,0.0,0.0,0.0,0.03,0.149,0.295,0.299,0.1745,0.047,0.005,0.0005,0.0,0.0,0.0635,0.305,0.3715,0.1975,0.0585,0.004,0.0,0.0,0.0,0.0
m1064_5196.obj,normalized_data/Tree/m1064_5196.obj,Tree,0.099,-0.001,0.187,1635.566,1.0,-0.009,2.676,0.1165,0.182,0.211,0.169,0.125,0.0785,0.0555,0.031,0.0235,0.008,0.063,0.2905,0.4535,0.162,0.0275,0.0035,0.0,0.0,0.0,0.0,0.1245,0.317,0.394,0.1405,0.0185,0.004,0.0015,0.0,0.0,0.0,0.097,0.3215,0.3525,0.1955,0.033,0.0005,0.0,0.0,0.0,0.0,0.2085,0.4695,0.259,0.0585,0.0045,0.0,0.0,0.0,0.0,0.0
D00456_8453.obj,normalized_data/Tree/D00456_8453.obj,Tree,0.22,0.003,0.097,1586.647,1.0,0.069,14.965,0.207,0.196,0.144,0.1155,0.0905,0.07,0.049,0.0505,0.0475,0.03,0.4005,0.4545,0.109,0.0065,0.009,0.006,0.007,0.0075,0.0,0.0,0.5565,0.349,0.0335,0.0205,0.0185,0.0175,0.0045,0.0,0.0,0.0,0.5665,0.3765,0.048,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.8195,0.177,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00385_7226.obj,normalized_data/Tree/D00385_7226.obj,Tree,2.085,-0.013,0.581,54714.244,1.105,-0.048,2.083,0.0955,0.1635,0.2285,0.1945,0.1305,0.0845,0.0485,0.032,0.018,0.0045,0.008,0.1185,0.3795,0.374,0.106,0.0135,0.0005,0.0,0.0,0.0,0.056,0.195,0.289,0.286,0.1365,0.0335,0.004,0.0,0.0,0.0,0.02,0.143,0.28,0.326,0.177,0.049,0.005,0.0,0.0,0.0,0.0575,0.256,0.3585,0.244,0.079,0.005,0.0,0.0,0.0,0.0
D00911_7179.obj,normalized_data/Tree/D00911_7179.obj,Tree,3.016,-0.003,0.578,3594009.462,1.02,-0.009,1.589,0.087,0.1805,0.2225,0.1785,0.1365,0.0895,0.051,0.029,0.0215,0.004,0.0105,0.0945,0.4155,0.346,0.11,0.0215,0.002,0.0,0.0,0.0,0.0445,0.1825,0.283,0.2725,0.174,0.0415,0.002,0.0,0.0,0.0,0.0125,0.1195,0.2735,0.337,0.1935,0.06,0.004,0.0,0.0,0.0,0.0465,0.253,0.3705,0.2435,0.0755,0.011,0.0,0.0,0.0,0.0
m1082_8420.obj,normalized_data/Tree/m1082_8420.obj,Tree,1.278,-0.05,0.188,848.231,1.001,-0.966,7.652,0.176,0.2115,0.142,0.1205,0.1005,0.082,0.0625,0.057,0.036,0.012,0.0295,0.3965,0.2165,0.279,0.0575,0.02,0.001,0.0,0.0,0.0,0.1165,0.3165,0.2715,0.164,0.0875,0.0395,0.0045,0.0,0.0,0.0,0.056,0.3195,0.407,0.1705,0.041,0.006,0.0,0.0,0.0,0.0,0.15,0.493,0.315,0.04,0.002,0.0,0.0,0.0,0.0,0.0
D00096_7144.obj,normalized_data/Tree/D00096_7144.obj,Tree,6.462,-0.0,0.14,22491496645.727,1.002,-0.002,2.094,0.094,0.19,0.193,0.1975,0.143,0.084,0.047,0.032,0.0135,0.006,0.152,0.7015,0.118,0.025,0.002,0.0015,0.0,0.0,0.0,0.0,0.231,0.5485,0.196,0.024,0.0005,0.0,0.0,0.0,0.0,0.0,0.1415,0.587,0.257,0.014,0.0005,0.0,0.0,0.0,0.0,0.0,0.287,0.6125,0.1,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
D00765_7119.obj,normalized_data/Tree/D00765_7119.obj,Tree,0.735,-0.002,0.412,71858.315,1.039,-0.011,1.858,0.0885,0.168,0.223,0.181,0.1425,0.0975,0.0435,0.0305,0.019,0.0065,0.019,0.125,0.404,0.3595,0.088,0.0045,0.0,0.0,0.0,0.0,0.05,0.2145,0.3295,0.2765,0.1255,0.0035,0.0005,0.0,0.0,0.0,0.0195,0.161,0.298,0.3395,0.1585,0.023,0.0005,0.0,0.0,0.0,0.0615,0.2945,0.382,0.2095,0.0495,0.003,0.0,0.0,0.0,0.0
D00200_7318.obj,normalized_data/Tree/D00200_7318.obj,Tree,0.477,-0.0,0.201,74167651.457,1.001,-0.0,5.028,0.1175,0.1985,0.1885,0.1605,0.111,0.083,0.0725,0.039,0.025,0.0045,0.035,0.392,0.4385,0.113,0.0185,0.001,0.002,0.0,0.0,0.0,0.107,0.378,0.3335,0.1475,0.0305,0.0025,0.001,0.0,0.0,0.0,0.055,0.374,0.4355,0.129,0.0065,0.0,0.0,0.0,0.0,0.0,0.15,0.534,0.2915,0.0245,0.0,0.0,0.0,0.0,0.0,0.0
m1092_5804.obj,normalized_data/Tree/m1092_5804.obj,Tree,1.176,-0.015,0.512,7698.579,1.204,-0.056,1.831,0.1575,0.1705,0.1645,0.173,0.129,0.079,0.046,0.0475,0.025,0.008,0.055,0.1435,0.348,0.208,0.167,0.075,0.0035,0.0,0.0,0.0,0.0865,0.1795,0.239,0.239,0.1805,0.07,0.005,0.0005,0.0,0.0,0.0405,0.1825,0.27,0.2395,0.1525,0.084,0.029,0.002,0.0,0.0,0.0935,0.327,0.3185,0.173,0.064,0.019,0.0045,0.0005,0.0,0.0
D00996_7092.obj,normalized_data/Tree/D00996_7092.obj,Tree,2.173,-0.123,0.558,677.21,1.013,-0.392,1.857,0.0895,0.193,0.2075,0.1695,0.1355,0.091,0.063,0.026,0.0175,0.0075,0.032,0.1445,0.336,0.3405,0.1385,0.0085,0.0,0.0,0.0,0.0,0.0435,0.1925,0.3195,0.269,0.1305,0.044,0.001,0.0,0.0,0.0,0.0135,0.133,0.3015,0.3295,0.1765,0.0405,0.005,0.0005,0.0,0.0,0.0485,0.2825,0.365,0.232,0.067,0.005,0.0,0.0,0.0,0.0
m1075_4592.obj,normalized_data/Tree/m1075_4592.obj,Tree,0.53,0.005,0.189,6975.95,1.133,0.055,16.179,0.233,0.1835,0.0855,0.108,0.1415,0.08,0.05,0.052,0.052,0.0145,0.0685,0.104,0.504,0.1085,0.091,0.044,0.0345,0.0385,0.007,0.0,0.144,0.2385,0.1975,0.1355,0.125,0.089,0.054,0.0165,0.0,0.0,0.0885,0.271,0.2745,0.23,0.0995,0.0335,0.003,0.0,0.0,0.0,0.1985,0.403,0.28,0.104,0.014,0.0005,0.0,0.0,0.0,0.0
D00727_10529.obj,normalized_data/Tree/D00727_10529.obj,Tree,2.872,-0.006,0.776,667247.967,1.045,-0.014,2.328,0.103,0.1685,0.2085,0.1935,0.1465,0.0875,0.0545,0.021,0.0115,0.0055,0.005,0.035,0.1805,0.439,0.311,0.0295,0.0,0.0,0.0,0.0,0.047,0.1335,0.177,0.248,0.25,0.1245,0.02,0.0,0.0,0.0,0.0115,0.086,0.1905,0.243,0.248,0.1835,0.0355,0.002,0.0,0.0,0.0335,0.1815,0.284,0.2835,0.1585,0.0555,0.0035,0.0,0.0,0.0
m1050_5410.obj,normalized_data/Tree/m1050_5410.obj,Tree,0.672,0.007,0.273,6661.445,1.002,0.054,3.743,0.099,0.214,0.1945,0.1755,0.1165,0.0825,0.0605,0.0335,0.019,0.005,0.034,0.311,0.434,0.2025,0.0155,0.003,0.0,0.0,0.0,0.0,0.0865,0.336,0.3505,0.175,0.0455,0.0055,0.001,0.0,0.0,0.0,0.042,0.2695,0.4355,0.225,0.028,0.0,0.0,0.0,0.0,0.0,0.1025,0.4385,0.384,0.0735,0.0015,0.0,0.0,0.0,0.0,0.0
m1098_8474.obj,normalized_data/Tree/m1098_8474.obj,Tree,1.222,0.004,0.646,95775.553,1.081,0.013,1.994,0.1155,0.207,0.1995,0.143,0.102,0.087,0.063,0.046,0.0275,0.0095,0.1215,0.258,0.1955,0.173,0.1895,0.059,0.0035,0.0,0.0,0.0,0.0705,0.2245,0.269,0.239,0.126,0.0565,0.0135,0.001,0.0,0.0,0.033,0.22,0.304,0.2365,0.138,0.054,0.0135,0.001,0.0,0.0,0.099,0.3695,0.304,0.1555,0.0575,0.0115,0.003,0.0,0.0,0.0
m1086_6247.obj,normalized_data/Tree/m1086_6247.obj,Tree,0.502,-0.0,0.097,36648126.905,1.001,-0.001,19.521,0.251,0.202,0.098,0.0775,0.0625,0.061,0.068,0.076,0.066,0.038,0.1685,0.2975,0.286,0.211,0.0355,0.0015,0.0,0.0,0.0,0.0,0.226,0.3345,0.2075,0.1365,0.0795,0.016,0.0,0.0,0.0,0.0,0.153,0.515,0.2865,0.044,0.0015,0.0,0.0,0.0,0.0,0.0,0.3785,0.555,0.0665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00810_7033.obj,normalized_data/Tree/D00810_7033.obj,Tree,2.038,-0.003,0.413,969379.354,1.102,-0.014,3.212,0.112,0.194,0.2,0.16,0.131,0.0845,0.054,0.04,0.019,0.0055,0.047,0.2815,0.347,0.215,0.1,0.0045,0.005,0.0,0.0,0.0,0.084,0.2595,0.317,0.234,0.089,0.013,0.003,0.0005,0.0,0.0,0.04,0.2295,0.3535,0.2505,0.109,0.0165,0.001,0.0,0.0,0.0,0.087,0.386,0.3595,0.145,0.0215,0.001,0.0,0.0,0.0,0.0
